Appliances,T2,T6
50,22.92666667,13.02333333
50,23.32666667,13.66666667
60,23.76333333,14
50,24.03,14.43
70,24.42666667,14.89666667
50,24.63333333,15.25666667
50,24.82333333,15.59
60,24.89,16.045
50,25.1,16.32333333
50,25.1,16.53
50,25.1,16.82333333
50,25.1,16.96333333
60,25.1,17.03333333
50,25.1,17.22666667
60,25,17.22666667
50,25,17.29333333
50,24.92666667,17.5
50,24.89,17.56666667
50,24.82333333,17.69666667
60,24.76,17.82333333
70,24.7,17.96
80,24.7,18.03333333
100,24.63333333,18.23
90,24.5,18.43
90,24.42666667,18.56666667
70,24.35666667,18.63333333
80,24.23,18.89
70,24.1,19.095
90,24.1,19.43
80,24,19.7
100,24,19.82666667
90,24,19.92666667
80,23.92666667,20.19333333
80,23.89,20.29
80,23.82333333,20.43
70,23.84,20.35666667
80,23.76,20.29
90,23.7,20.29
90,23.7,20.35666667
80,23.7,20.35666667
80,23.66666667,20.29
70,23.6,20.2
80,23.5,20.2
60,23.5,20.2
40,23.5,20.32666667
50,23.5,20.6
70,23.46333333,20.26666667
90,23.39,19.545
320,23.26,19.16666667
330,23.2,18.89333333
270,23.16666667,18.73
260,23.1,18.79
240,23.06666667,18.29333333
210,23,18.03333333
280,23,17.76
170,23,17.16666667
120,22.92666667,16.72666667
100,22.96333333,16.53333333
120,22.89,16.35666667
120,22.85666667,16.195
130,22.79,16
130,22.7,15.92666667
120,22.63333333,15.66
120,22.5,15.53333333
140,22.5,15.26333333
150,22.35666667,15.13
150,22.29,14.595
150,22.2,14.16
140,22.13333333,14.03333333
130,22.06666667,13.76333333
100,22,13.63
80,21.89,13.5
60,21.89,13.42666667
30,21.79,13.26333333
40,21.7225,13.13
40,21.7,13.06666667
80,21.56666667,12.92666667
70,21.5,12.76333333
60,21.46333333,12.69
70,21.39,12.56666667
60,21.29,12.42666667
70,21.23,12.32333333
50,21.2,11.99
80,21.13333333,11.53
60,21.1,11.1925
60,21.03333333,10.92666667
70,20.96333333,10.96
50,20.89,11.16
50,20.89,11.33
50,20.82333333,11.39
50,20.76,11.42666667
40,20.7,11.42666667
60,20.66666667,11.46333333
60,20.6,11.39
60,20.6,11.39
60,20.56666667,11.46333333
50,20.5,11.56666667
40,20.5,11.5
20,20.42666667,11.36
30,20.39,11.22666667
30,20.39,10.96333333
50,20.29,10.83
60,20.29,10.595
60,20.29,10.09
60,20.29,9.696666667
60,20.26,9.293333333
50,20.2,8.9
50,20.2,8.53
40,20.13333333,8.33
50,20.1,8.263333333
50,20.03333333,8.19
50,20,8.226666667
60,20,8.226666667
50,19.89,8
60,19.85666667,8.066666667
40,19.85666667,8.19
50,19.79,8.13
50,19.73,7.796666667
50,19.7,7.463333333
50,19.7,7.245
60,19.66666667,6.966666667
70,19.6,6.833333333
70,19.6,6.656666667
30,19.6,6.59
40,19.5,6.466666667
50,19.5,6.4
50,19.5,6.433333333
60,19.5,6.7
110,19.5,7.16
70,19.5,7.366666667
50,19.46333333,7.5
60,19.39,7.5
60,19.445,7.66
60,19.53333333,7.866666667
50,19.6,8.063333333
50,19.6,8.263333333
50,19.6,8.65
50,19.73,9.326666667
40,19.99666667,9.793333333
70,20.95666667,10.16666667
50,21.43,10.43333333
60,21.95666667,10.79333333
50,22.56333333,11.12666667
50,23.33333333,11.46
50,23.79333333,11.6
30,24.19666667,11.66666667
30,24.59666667,11.93333333
20,25.06666667,12.19
40,25.26,12.13
60,25.42666667,12.3
60,25.63333333,12.36
50,25.73,12.39
60,25.865,12.53
50,25.89,12.96
40,25.89,13.1675
60,25.89,13.26333333
50,25.85666667,13.26333333
50,25.79,13.26333333
60,25.7,13.22666667
60,25.7,13.22666667
50,25.7,13.3
50,25.63333333,13.36
50,25.6,13.66666667
50,25.53333333,13.8
60,25.35666667,13.96
40,25.23,14.1
60,25.1,14.16
60,25.03333333,14.1
50,24.85666667,14.26333333
60,24.73,13.99
40,24.66666667,14.06666667
30,24.53333333,14
30,24.39,14.25666667
20,24.365,14.445
60,24.29,14.19
50,24.16666667,14.36666667
70,24.16666667,14.5
60,24.1,14.42666667
60,24.03333333,14.5
50,23.96333333,14.53333333
50,23.89,14.6
40,23.85666667,14.59
50,23.73,14.39
50,23.66666667,14.56666667
50,23.6,14.42666667
60,23.56666667,14.56333333
50,23.42666667,14.76333333
60,23.39,14.8
60,23.32333333,14.8
60,23.29,14.72666667
60,23.23,14.8
80,23.1,14.8
70,23.1,14.89
90,23,14.89
150,22.89,14.86
460,22.82333333,14.8
340,22.76,14.69
310,22.7,14.63
120,22.6,14.5
140,22.6,14.42666667
150,22.5,14.3
120,22.5,14.22666667
130,22.46333333,14.06666667
130,22.39,14
130,22.39,13.82333333
130,22.32333333,13.63
170,22.26,13.39
210,22.2,13.59
110,22.16666667,13.52333333
100,22.03333333,12.99
110,22,12.095
90,21.92666667,10.99333333
120,21.84,10.2
130,21.79,9.366666667
130,21.73,8.9
120,21.6,8.293333333
120,21.6,7.826666667
60,21.5,7.396666667
60,21.5,7.063333333
50,21.35666667,6.83
60,21.23,6.563333333
60,21.2,6.366666667
50,21.13333333,6.16
60,21.06666667,5.933333333
60,21,5.66
60,20.85666667,5.433333333
50,20.79,5.4
40,20.76,5.56
60,20.7,5.466666667
50,20.66666667,5.26
50,20.53333333,4.933333333
40,20.445,4.8
30,20.39,4.656666667
40,20.32333333,4.59
40,20.26,4.466666667
40,20.2,4.333333333
50,20.16666667,4.156666667
60,20.1,4.03
50,20,4.06
50,20,3.933333333
60,19.89,3.76
60,19.89,3.626666667
50,19.79,3.5
60,19.79,3.5
50,19.76,3.433333333
50,19.7,3.333333333
50,19.66666667,3.126666667
50,19.6,3.163333333
40,19.56666667,3.03
60,19.5,2.863333333
60,19.5,2.73
60,19.46333333,2.663333333
60,19.39,2.53
50,19.29,2.4
50,19.29,2.4
50,19.29,2.29
20,19.29,2.23
30,19.2,2.09
30,19.2,2.0225
30,19.16666667,2
60,19.1,1.863333333
50,19.1,1.73
60,19.1,1.73
40,19,1.79
60,19,1.633333333
70,19,1.5
70,18.92666667,1.5
70,18.89,1.426666667
70,18.89,1.533333333
70,18.79,1.533333333
50,18.79,1.663333333
70,18.79,1.863333333
280,18.79,2.066666667
150,18.79,2.26
60,18.79,2.545
70,18.79,2.826666667
60,18.79,3.1
70,18.79,3.566666667
50,18.79,3.833333333
60,18.85666667,4.226666667
50,18.89,4.833333333
50,18.89,6.233333333
80,19.3,7.566666667
60,20.16,9.156666667
370,21.05666667,10.23
400,21.65666667,11.29666667
70,22.45666667,12.02333333
70,23.12333333,12.93
80,23.9,13.26333333
90,24.55666667,13.5475
70,25.03,13.89666667
80,25.49333333,14.19666667
60,25.82666667,14.4425
50,26.13333333,14.79333333
80,26.32666667,15.25666667
80,26.42666667,15.59
80,26.56666667,15.96
80,26.63333333,16.22666667
120,26.65,16.26333333
90,26.5225,16.39
50,26.16333333,16.42666667
70,25.82666667,16.69333333
60,25.63333333,16.82333333
90,25.5,17.09666667
80,25.5,17.23
80,25.5,17.23
80,25.56666667,17.09333333
60,25.46333333,16.49333333
70,25.39,16.66333333
60,25.29,16.79
60,25.16666667,17.09666667
70,25.1,17.34
70,25,17.35666667
80,24.92666667,17.42666667
70,24.76,17.36
70,24.7,17.2
70,24.6,17.2
60,24.53333333,17.13333333
70,24.5,17.32666667
60,24.42666667,17.5
70,24.39,17.42666667
70,24.32333333,17.32333333
70,24.26,17.39
80,24.2,17.53333333
70,24.2,17.53333333
80,24.13333333,17.42666667
70,24.1,17.42666667
70,24.03333333,17.5
50,24,17.56666667
60,23.945,17.46333333
80,23.92666667,17.34
90,23.89,17.39
90,23.82333333,17.35666667
80,23.79,17.29
80,23.73,17.26
70,23.7,17.26
80,23.63333333,17.26
90,23.56666667,17.32666667
90,23.5,17.5
130,23.39,17.5
120,23.39,17.39
130,23.39,17.32333333
120,23.32333333,17.29
130,23.29,17.29
120,23.29,17.26
200,23.29,17.2
120,23.23,17.22666667
110,23.2,17.03333333
120,23.2,16.76
130,23.1,16.5225
130,23.06666667,16.46333333
110,23,17.13
120,22.96333333,17.13
90,22.89,16.53333333
90,22.79,15.66
80,22.73,14.15666667
80,22.66666667,13.29666667
100,22.6,12.33333333
110,22.5,11.66666667
110,22.42666667,11
120,22.35666667,10.6
80,22.29,10.09
80,22.2,9.756666667
80,22.13333333,9.433333333
70,22.06666667,9.226666667
80,22,9.126666667
60,21.85666667,8.926666667
50,21.79,8.7
70,21.7,8.36
50,21.6,8.226666667
60,21.53333333,8.1
50,21.46333333,7.966666667
50,21.39,7.656666667
60,21.29,7.59
50,21.29,7.33
50,21.16666667,7.123333333
60,21.1,7.06
50,21.06666667,6.933333333
60,21,6.8
40,20.89,6.8
40,20.89,6.656666667
20,20.79,6.59
40,20.73,6.466666667
50,20.7,6.4
50,20.7,6.295
50,20.6,6.09
60,20.53333333,6.09
60,20.46333333,6.16
60,20.39,6.226666667
60,20.39,6.333333333
50,20.29,6.4
50,20.29,6.366666667
50,20.26,6.226666667
40,20.2,6.19
50,20.2,6.123333333
60,20.13333333,6
60,20.1,5.933333333
60,20.1,5.866666667
60,20.06666667,5.8
60,20,5.69
50,20,5.623333333
50,19.92666667,5.4
50,19.89,5.126666667
40,19.89,4.866666667
50,19.82333333,4.763333333
60,19.82333333,4.69
50,19.79,4.59
60,19.79,4.59
50,19.73,4.5
30,19.7,4.433333333
20,19.7,4.366666667
30,19.6,4.3
30,19.6,4.19
50,19.6,4.19
70,19.6,4.19
60,19.6,4.19
60,19.6,4.463333333
50,19.6,4.6925
60,19.6,4.866666667
50,19.6,5.26
70,19.53333333,5.526666667
170,19.6,6.1
400,19.6,6.493333333
150,19.6,7.066666667
70,19.66666667,7.866666667
110,19.7,9.096666667
100,20.2475,10.23
120,21.29666667,11.39333333
80,21.99333333,12.19333333
90,22.46666667,13.23
120,23.3,14.02333333
390,24.03333333,14.79333333
240,24.66333333,15.12666667
120,24.99666667,15.32666667
70,25.49333333,15.73333333
90,25.9,16.1
80,26.26333333,16.32333333
70,26.46333333,16.46333333
80,26.76333333,16.92666667
110,26.89,17.26
90,27,17.66333333
100,27.06666667,17.93
100,27,18.19666667
100,26.92666667,18.39
80,26.76,18.66333333
80,26.63333333,18.85666667
90,26.445,19.16333333
90,26.26,19.29
90,26.13333333,19.06666667
90,26,19
90,25.92666667,19.06666667
90,25.79,19
160,25.73,18.9
140,25.66666667,18.76
80,25.53333333,18.89
70,25.43,18.99666667
80,25.23,18.85666667
30,25.06666667,19
30,25,19.06666667
40,25,19.2
20,24.92666667,19.2
70,24.89,19.1
60,24.89,19.22666667
60,24.79,19.56666667
60,24.79,19.63333333
60,24.76,19.53333333
50,24.7,19.66666667
50,24.6,19.82333333
50,24.5,19.76333333
50,24.5,19.82333333
70,24.5,19.89
60,24.42666667,20.03333333
60,24.39,20.03333333
60,24.39,20.03333333
50,24.39,20.2675
50,24.39,20.39
50,24.32333333,20.46333333
60,24.32333333,20.46333333
40,24.29,20.5
60,24.29,20.5
50,24.29,20.46333333
60,24.29,20.46333333
50,24.26,20.6
60,24.2,20.66666667
210,24.16666667,20.6
320,24.1,20.6
520,24.06666667,20.66666667
490,24,20.6
150,24,20.73
90,24,20.73
90,24,20.76
80,23.89,20.49333333
70,23.89,20.26
80,23.79,20.13333333
120,23.79,19.84
110,23.7,20.09666667
90,23.7,20.09666667
100,23.66666667,20.03333333
90,23.6,19.56
100,23.56666667,18.02666667
100,23.5,17.09333333
90,23.39,16.12666667
90,23.32333333,15.39333333
110,23.29,14.7
100,23.23,14.29333333
90,23.16666667,13.93333333
100,23.1,13.6
70,23,13.23333333
50,22.89,12.96
50,22.82333333,12.53
70,22.76,12.33
60,22.7,12.03
50,22.56666667,11.7725
70,22.5,11.46
50,22.46333333,11.23333333
60,22.39,11.03333333
50,22.29,10.89
50,22.23,10.83
60,22.16666667,10.62666667
50,22.1,10.42666667
50,22,10.26333333
60,22,10.13
60,21.89,9.963333333
50,21.82333333,9.756666667
50,21.79,9.566666667
20,21.73,9.426666667
40,21.65,9.3
40,21.6,9.226666667
50,21.53333333,9.1
60,21.5,9.033333333
50,21.42666667,8.945
60,21.39,8.89
60,21.32333333,8.89
60,21.29,8.96
60,21.23,9.033333333
50,21.2,8.86
40,21.13333333,8.8
50,21.1,9
60,21.1,9
40,21.06666667,8.8
60,21,8.726666667
60,21,8.66
60,20.92666667,8.6
50,20.89,8.5
60,20.89,8.426666667
70,20.89,8.39
50,20.815,8.39
50,20.79,8.245
50,20.76,8.16
50,20.7,8.033333333
40,20.7,8
60,20.63333333,8
50,20.6,8.066666667
60,20.6,7.933333333
50,20.6,7.763333333
50,20.53333333,7.69
50,20.5,7.726666667
40,20.5,7.8
60,20.5,7.933333333
50,20.5,8
50,20.5,8.166666667
80,20.56666667,8.36
110,20.6,8.533333333
80,20.6,8.66
70,20.6,8.945
60,20.6,9.256666667
60,20.6,9.53
70,20.7,9.93
670,20.7,10.65666667
470,20.73,12.09666667
150,21.12333333,13.29666667
70,22.13,14.56666667
110,22.39,15.43333333
110,22.69666667,16.3
100,23.22333333,16.96666667
100,24.02333333,17.73333333
80,24.49666667,18.33333333
90,24.86,19.06666667
110,25.19333333,19.4
450,25.56666667,19.63333333
610,25.82666667,19.76
290,26.16333333,20.09666667
90,26.29,20.43
120,26.56666667,20.695
110,26.76,21.33333333
70,27.05,21.93333333
100,27.1,22.19666667
70,27.1,22.46333333
70,27.06666667,22.66666667
60,27,22.6
60,26.96333333,23.09666667
80,26.89,23.29
70,26.85666667,23.32333333
80,26.79,23.59666667
310,26.7,23.86
340,26.7,24.13333333
110,26.66666667,24.13333333
80,26.53333333,23.92666667
100,26.46333333,24.1
120,26.39,24.16666667
80,26.35666667,24.29
90,26.29,24.22571429
90,26.16666667,24.12
90,26.03333333,23.97
70,26,23.716
70,25.92666667,23.62857143
70,25.745,23.6125
70,25.7,23.54
70,25.63333333,23.61428571
140,25.56666667,23.68
340,25.5,23.6
190,25.5,23.6
150,25.5,23.68571429
80,25.39,23.796
80,25.39,24
70,25.29,24
80,25.29,24.14285714
70,25.29,24.2
70,25.23,24.26428571
70,25.2,24.254
70,25.2,24.21285714
70,25.13333333,24.372
60,25.13333333,24.46857143
70,25.1,24.456
80,25.1,24.42142857
90,25.1,24.412
90,25.025,24.39285714
100,25,24.39
90,25,24.33285714
100,25,24.216
90,24.96333333,24.1
230,24.89,24.1
230,24.89,24.04285714
200,24.89,23.934
190,24.89,23.89
100,24.89,23.7675
110,24.85666667,23.6
110,24.73,23.39428571
110,24.66666667,23.31
110,24.53333333,23.39
140,24.39,23.13
150,24.1,22.10714286
140,24.04285714,20.912
130,24.06,19.82428571
130,24.1,18.674
140,24.1,17.91285714
120,24.08571429,17.176
100,24,16.49714286
80,24,15.92
90,23.89,15.58142857
80,23.89,15.276
80,23.79,14.89571429
80,23.73,14.6
50,23.66666667,14.43857143
50,23.6,14.216
60,23.5,14.07142857
50,23.42666667,13.854
50,23.29,13.73714286
50,23.29,13.672
50,23.16666667,13.49714286
60,23.1,13.2725
60,23.06666667,13.06
60,23,12.98428571
60,22.96333333,12.872
60,22.89,12.72142857
50,22.79,12.56
60,22.73,12.38571429
50,22.7,12.3
50,22.625,12.26857143
50,22.6,12.3
50,22.5,12.44
60,22.5,12.416
50,22.39,12.22142857
60,22.39,12.1
60,22.29,12.04285714
60,22.29,11.96
60,22.26,11.8
60,22.2,11.69
40,22.16666667,11.64142857
60,22.1,11.8
40,22.06666667,11.69571429
60,22,11.5
40,22,11.35428571
60,22,11.16
60,21.96333333,10.978
50,21.89,10.89
70,21.89,10.854
50,21.82333333,10.8
60,21.84,10.8
50,21.76,10.72142857
50,21.7,10.69
50,21.7,10.78428571
60,21.7,10.778
40,21.63333333,10.62571429
60,21.63333333,10.636
60,21.6,10.814
60,21.58571429,10.89
60,21.54,10.96333333
50,21.5,11.13
50,21.5,11.19
50,21.5,11.19
50,21.5,11.19
50,21.5,11.25666667
40,21.5,11.52
50,21.5,11.76333333
50,21.5,11.96
60,21.52857143,12.16
60,21.6,12.56333333
60,21.61428571,12.82333333
50,21.68,13
60,21.67142857,13.06666667
60,21.7,13.32666667
260,21.76428571,14.12666667
360,21.93857143,15.72333333
100,22.52,16.86333333
90,23.47142857,18.19
90,24.176,19.19
100,24.84,20.13
120,25.556,20.72333333
200,26.19714286,21.36666667
130,26.776,21.82666667
80,27.12571429,22.46
210,27.39,22.86666667
240,27.39,23.15
210,27.54,23.32333333
80,27.89714286,23.53
100,28.178,23.73
90,28.36142857,23.85
110,28.434,24.236
120,28.55714286,24.58428571
360,28.6,24.816
270,28.6,25.22571429
120,28.6,25.54
140,28.6,25.52714286
120,28.58,25.456
100,28.42142857,25.57142857
260,28.35,25.6
250,28.23857143,25.42285714
100,28.2,25.35
90,28.17142857,25.31857143
80,28.0375,25.5
100,27.85,25.46857143
80,27.73857143,25.434
90,27.64,25.39
80,27.52857143,25.33
80,27.456,25.25285714
80,27.37571429,25.274
70,27.272,25.39
80,27.2,25.374
70,27.2,25.55714286
70,27.2,25.6
70,27.18,25.535
80,27.14285714,25.5
100,27.1,25.54
90,27.1,25.6
90,26.96333333,25.6
100,26.89,25.6
110,26.76,25.7
110,26.7,25.82666667
100,26.6,25.82666667
110,26.53333333,25.63333333
100,26.39,25.53333333
90,26.39,25.62
100,26.35666667,25.67142857
90,26.29,25.35
100,26.23,25.27714286
90,26.16666667,25.098
90,26.1,24.89
80,26.06666667,25.276
90,26,25.61142857
80,26.1,25.85
90,26.03333333,25.92142857
90,26.1,26.474
80,26.1,27.01
70,26.1,27.35
80,26.03333333,27.26428571
560,26,26.956
630,26,26.80571429
230,25.89,26.3625
100,25.82333333,26.018
110,25.79,25.76428571
120,25.73,25.254
130,25.56666667,25.75428571
120,25.42666667,26.756
140,25.26,27.36714286
100,25.1,27.016
110,24.92666667,25.78
100,24.66666667,23.856
100,24.53333333,22.2
100,24.42666667,20.84
100,24.56666667,19.91285714
70,24.63333333,19.076
50,24.7,18.39571429
50,24.6,17.62
60,24.6,17.21
60,24.56666667,16.772
50,24.5,16.29571429
60,24.39,15.756
60,24.32333333,15.48
70,24.29,15.216
60,24.23,15.02857143
70,24.1,15
50,24.03333333,15
50,23.96333333,15
50,23.89,14.84625
60,23.79,14.39571429
50,23.7,14.256
50,23.7,14.04
60,23.6,13.836
60,23.53333333,13.8
60,23.5,13.8
60,23.42666667,13.8
60,23.39,13.696
60,23.32333333,13.42142857
50,23.29,13.256
60,23.23,13.07
60,23.16666667,13.04
60,23.1,12.92142857
50,23.1,12.89
40,23.03333333,12.89
60,23,12.872
50,22.92666667,12.8
50,22.89,12.756
50,22.89,12.70857143
60,22.79,12.618
50,22.79,12.65142857
60,22.73,12.69
60,22.7,12.80428571
50,22.7,13.13375
60,22.66666667,13.538
50,22.6,13.8
60,22.6,13.83857143
60,22.6,13.89
50,22.6,14.04142857
60,22.6,14.154
50,22.5,14.19
40,22.5,14.3
50,22.5,14.33857143
50,22.5,14.278
50,22.5,14.19
60,22.5,14.19
60,22.5,14.20571429
60,22.5,14.3
50,22.46333333,14.3
60,22.4725,14.19
50,22.5,14.13857143
60,22.5,14.04
50,22.5,14.02857143
60,22.53333333,14.136
50,22.6,14.25285714
50,22.6,14.318
50,22.6,14.39
40,22.6,14.39
60,22.66666667,14.434
40,22.7,14.62428571
50,22.7,15.058
60,22.73,16.12571429
90,22.79,17.656
60,23.39666667,18.73714286
70,24.12333333,19.736
60,24.8,20.76714286
400,25.33333333,21.776
130,26.23333333,22.38285714
370,26.76,22.994
70,27.445,23.66571429
330,27.99333333,24.236
230,28.4,24.43857143
60,28.8,24.54
80,29.13333333,24.72571429
80,29.36,25.04
80,29.5,25.36714286
410,29.66333333,25.574
180,29.85666667,26.11142857
50,29.85666667,26.39
60,29.79,26.59857143
50,29.66666667,26.856
60,29.53333333,27.12857143
50,29.46333333,27.434
50,29.39,27.43714286
50,29.26,27.432
50,29.13333333,27.6625
60,28.96333333,27.52857143
40,28.89,27.456
60,28.76,27.34714286
50,28.56666667,27.412
60,28.39,27.57142857
60,28.26,27.83
60,28.2,27.75285714
50,28,27.66
60,27.92666667,27.67142857
60,27.76,27.456
50,27.63333333,27.26571429
60,27.56666667,27.31
60,27.42666667,27.42142857
50,27.39,27.6
60,27.32333333,27.98285714
60,27.16666667,28.14
50,27.1,27.89571429
60,27,27.736
50,26.92666667,27.91
60,26.85666667,27.978
40,26.79,27.92142857
50,26.7,28.04
50,26.7,28.11428571
50,26.66666667,28.218
50,26.53333333,28.29
60,26.5,28.236
60,26.39,28.2
50,26.39,28.15
60,26.29,28.12
50,26.29,27.87875
60,26.2,27.62
50,26.2,27.094
70,26.1,26.814
50,26.1,26.945
60,26.06666667,27.1
60,26,27.18
60,25.96333333,26.92833333
40,25.89,26.6
60,25.79,26.5
40,25.79,26.43714286
50,25.76,26.34
40,25.7,26.29
50,25.7,26.33
60,25.7,26.39
50,25.6,26.16166667
60,25.6,25.656
50,25.53333333,25.096
50,25.5,24.46166667
60,25.5,23.718
90,25.39,23.29
70,25.32333333,22.46571429
90,25.13333333,21.494
80,24.92666667,20.62285714
80,24.76,19.774
70,24.63333333,19.275
80,24.46333333,18.77833333
70,24.32333333,18.16
80,24.16666667,17.79714286
60,24.03333333,17.498
50,24,17.19714286
60,24,16.79
60,24.1,16.64142857
60,24.1,16.5
60,24,16.46857143
60,24,16.39
60,24,16.23857143
50,23.9175,16.018
60,23.89,15.82571429
50,23.79,15.756
60,23.79,15.67714286
50,23.7,15.654
60,23.7,15.69
60,23.6,15.636
40,23.6,15.75285714
60,23.5,15.716
50,23.5,15.52857143
50,23.39,15.456
50,23.39,15.37714286
60,23.39,15.3
60,23.32333333,15.31285714
50,23.29,15.49714286
70,23.23,15.6
50,23.2,15.52714286
60,23.2,15.39
60,23.2,15.32571429
60,23.125,15.19
50,23.1,15.09857143
60,23,15
60,23,15
60,23,14.89
50,23,14.89
50,22.89,14.912
50,22.89,15
60,22.85666667,15
40,22.79,14.83857143
50,22.79,14.594
60,22.79,14.24714286
60,22.76,14.154
50,22.7,13.72428571
60,22.7,13.296
60,22.7,12.99714286
50,22.6,12.654
60,22.6,12.39375
60,22.6,11.98
90,22.53333333,11.716
70,22.5,11.57142857
50,22.5,11.354
60,22.5,11.23714286
70,22.5,11.19
50,22.5,11.19
60,22.5,11.19
40,22.5,11.30428571
70,22.53333333,11.476
50,22.6,11.76857143
60,22.63333333,12.234
50,22.7,12.81285714
60,22.7,13.356
50,22.76,14.02857143
60,22.89,15.09
60,22.96333333,16.35285714
60,23.09666667,17.598
50,23.62333333,18.66571429
50,24.33333333,19.374
70,24.72666667,19.85714286
50,25.09666667,20.18
70,25.4975,20.57142857
60,25.7,20.815
70,25.79,20.934
70,25.85666667,21.23857143
70,26.42666667,21.7
70,26.9,22.26428571
70,27.1,22.54
60,27.16666667,22.88285714
60,27.2,23.14
60,27.26,23.55714286
60,27.46,24.29
50,27.6,24.48142857
60,27.7,24.738
50,27.7,25.05142857
50,27.82333333,25.83
50,27.96333333,25.83714286
50,27.89,25.454
60,27.89,25.36142857
60,27.89,25.35
80,27.82333333,25.15571429
70,27.76,25.12
70,27.7,25.26428571
60,27.7,25.6
230,27.66666667,25.75142857
190,27.66666667,25.952
180,27.6,26.32428571
80,27.6,27.014
80,27.56666667,27.55285714
60,27.5,27.696
360,27.39,27.45285714
370,27.32333333,27.56
110,27.29,27.525
60,27.23,27.24
70,27.1,27.06
240,27.03333333,27.07142857
60,26.89,26.776
50,26.89,27.07
60,26.85666667,26.998
50,26.79,26.89285714
60,26.76,27.1
80,26.76,27.04285714
60,26.7,27.18
80,26.7,27.61428571
70,26.7,27.64
70,26.66666667,27.73857143
70,26.6,27.578
70,26.56666667,27.22571429
70,26.5,27.236
70,26.5,27.15571429
100,26.5,27.178
90,26.39,27.06571429
90,26.39,26.314
90,26.26,25.89571429
170,26.2,25.66
410,26.16666667,25.67142857
540,26.1,25.416
310,26.1,24.99285714
110,26.1,24.732
110,25.96333333,24.32428571
110,25.82333333,23.674
120,25.7,23.05
160,25.7,22.29875
110,25.7,21.772
120,25.6,21.39285714
110,25.6,20.956
110,25.56666667,20.68142857
110,25.5,20.396
100,25.5,20.1
110,25.42666667,19.79
100,25.39,19.57
100,25.39,19.414
100,25.29,19.22571429
120,25.29,19.06
80,25.2,18.93714286
70,25.13333333,18.89
70,25.1,18.79285714
70,25.03333333,18.6
70,24.89,18.49857143
70,24.89,18.37
80,24.79,18.26428571
70,24.79,18.16
70,24.7,18.02714286
80,24.625,17.87
70,24.6,17.69714286
70,24.5,17.456
80,24.5,17.36428571
60,24.39,17.23
60,24.39,17.1
60,24.29,16.92142857
60,24.29,16.79
60,24.26,16.64142857
50,24.2,16.518
70,24.1,16.31857143
50,24.1,16.236
50,24.06666667,16.25142857
60,24,16.236
50,24,16.2
50,24,16.1
50,23.89,16.08571429
50,23.89,15.978
50,23.85666667,15.82571429
50,23.79,15.756
60,23.745,15.67714286
50,23.7,15.6
70,23.7,15.5
60,23.63333333,15.42666667
50,23.63333333,15.36
70,23.6,15.3
50,23.6,15.26333333
60,23.5,15.19
50,23.5,15.13
70,23.5,15.1
50,23.5,15.03333333
60,23.39,15
50,23.39,14.92666667
60,23.39,14.89
50,23.39,14.89
50,23.32333333,14.86
50,23.32333333,14.8
50,23.29,14.69
50,23.29,14.69
50,23.26,14.69
50,23.245,14.69
100,23.2,14.66
50,23.2,14.66
80,23.2,14.69
60,23.2,14.69
80,23.2,14.745
60,23.2,14.83
70,23.2,14.89
70,23.2,15
60,23.2,15.06666667
60,23.1,15.13
60,23.1,15.19
60,23.1,15.33
60,23.1,15.46333333
80,23.1,15.63
50,23.1,15.76333333
60,23.13333333,15.89
50,23.2,15.89
60,23.2,15.86
50,23.2,15.8
60,23.1,15.8
50,23.2,15.8
60,23.2,16.19666667
60,23.29,16.53
60,23.29,16.84
60,23.39,17.06666667
60,23.39,17.4
60,23.39,17.7
50,23.39,17.7
50,23.39,17.73
50,23.46333333,17.73
50,23.5,17.7
50,23.5,17.63333333
50,23.53333333,17.99
60,23.66666667,18.79666667
50,23.82333333,19.29
60,23.89,19.29
60,24,19.39
60,24,19.46333333
50,24.05,19.46333333
60,24.13333333,19.65666667
60,24.26,20.09666667
50,24.53333333,20.56333333
60,24.66666667,21.05666667
60,24.82333333,21.7225
50,24.96333333,22.16666667
60,25.1,22.416
60,25.1,21.9
60,25.06,21.42666667
50,25.12857143,21.39666667
60,25.39,22.39666667
50,25.48428571,23.39
60,25.434,23.26333333
50,25.42142857,23.19666667
50,25.5,23.46333333
50,25.5,23.7
50,25.56,23.49333333
50,25.6,23.5
50,25.64,23.69333333
60,25.61428571,24.15666667
60,25.6,23.89
50,25.6,23.72666667
60,25.5,23.39333333
60,25.58571429,23.53333333
60,25.6,23.72666667
60,25.5625,23.745
50,25.5,23.66666667
60,25.54,23.66666667
50,25.54285714,23.89
60,25.5,23.69666667
70,25.5,23.06333333
70,25.39,22.59666667
70,25.33285714,22.39
80,25.29,22.32333333
70,25.22571429,22.29
80,25.2,22.35666667
80,25.2,22.16666667
100,25.14,22.16666667
350,25.07142857,21.99666667
140,25,21.66333333
80,24.90571429,21.39
80,24.87,21.53
100,24.69714286,21.53
110,24.5,21.26333333
100,24.38,21.35666667
100,24.31,20.8925
100,24.46857143,20.5
100,24.5,20.89333333
140,24.5,20.43333333
90,24.478,18.62666667
100,24.43714286,17.76666667
90,24.39,17.09666667
100,24.39,16.69666667
90,24.30428571,16.32666667
90,24.272,16.06666667
100,24.2,15.7
100,24.1,15.36666667
110,24.1,15.12666667
70,24.04,14.79333333
60,24,14.56666667
60,23.89,14.42666667
50,23.83285714,14.33
60,23.79,14.46333333
